block,street_name,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat_long
330,SERANGOON AVE 3,2020-06,SERANGOON,4 ROOM,10 TO 12,84.0,Simplified,1986,65 years 01 month,557000.0,330 SERANGOON AVENUE 3,"1.3500410999999999, 103.86946626069472"
226,SERANGOON AVE 4,2020-06,SERANGOON,4 ROOM,10 TO 12,91.0,New Generation,1984,63 years 04 months,450000.0,226 SERANGOON AVENUE 4,"1.35683695, 103.87085398119318"
412,SERANGOON CTRL,2020-06,SERANGOON,4 ROOM,01 TO 03,105.0,Model A,1989,67 years 10 months,530000.0,412 SERANGOON CENTRAL,"1.34855005, 103.87321010018067"
421,SERANGOON CTRL,2020-06,SERANGOON,4 ROOM,10 TO 12,103.0,Model A,1989,68 years 01 month,520000.0,421 SERANGOON CENTRAL,"1.3485719, 103.87506094337016"
414,SERANGOON CTRL,2020-06,SERANGOON,4 ROOM,07 TO 09,113.0,Model A,1989,67 years 08 months,699000.0,414 SERANGOON CENTRAL,"1.3489917, 103.87432955242888"
103,SERANGOON NTH AVE 1,2020-06,SERANGOON,4 ROOM,04 TO 06,91.0,New Generation,1985,64 years 04 months,365000.0,103 SERANGOON NORTH AVENUE 1,"1.3706697, 103.87029741886923"
103,SERANGOON NTH AVE 1,2020-06,SERANGOON,4 ROOM,01 TO 03,93.0,New Generation,1985,64 years 03 months,317000.0,103 SERANGOON NORTH AVENUE 1,"1.3706697, 103.87029741886923"
548,SERANGOON NTH AVE 3,2020-06,SERANGOON,4 ROOM,07 TO 09,101.0,Model A,1998,76 years 09 months,370000.0,548 SERANGOON NORTH AVENUE 3,"1.3730980000000002, 103.87045474658501"
507,SERANGOON NTH AVE 4,2020-06,SERANGOON,4 ROOM,07 TO 09,100.0,Model A,1997,76 years 01 month,400000.0,507 SERANGOON NORTH AVENUE 4,"1.3719706999999999, 103.87524302687395"
116,SERANGOON NTH AVE 1,2020-06,SERANGOON,5 ROOM,04 TO 06,121.0,Improved,1986,64 years 09 months,465000.0,116 SERANGOON NORTH AVENUE 1,"1.36849815, 103.8716153"
139,SERANGOON NTH AVE 2,2020-06,SERANGOON,5 ROOM,04 TO 06,122.0,Improved,1989,68 years 01 month,525000.0,139 SERANGOON NORTH AVENUE 2,"1.3687369999999999, 103.87555856937985"
523,SERANGOON NTH AVE 4,2020-06,SERANGOON,5 ROOM,01 TO 03,122.0,Improved,1992,71 years 07 months,458000.0,523 SERANGOON NORTH AVENUE 4,"1.3730552500000002, 103.87288060079338"
321,SERANGOON AVE 2,2020-06,SERANGOON,EXECUTIVE,04 TO 06,146.0,Maisonette,1986,64 years 09 months,820000.0,321 SERANGOON AVENUE 2,"1.3512899, 103.86779065846642"
148,SERANGOON NTH AVE 1,2020-06,SERANGOON,EXECUTIVE,01 TO 03,146.0,Maisonette,1987,65 years 10 months,628888.0,148 SERANGOON NORTH AVENUE 1,"1.36852345, 103.87370235031466"
506A,SERANGOON NTH AVE 4,2020-06,SERANGOON,EXECUTIVE,13 TO 15,147.0,Apartment,1992,71 years 07 months,700000.0,506A SERANGOON NORTH AVENUE 4,"1.37316745, 103.87554654520153"
519,SERANGOON NTH AVE 4,2020-06,SERANGOON,EXECUTIVE,04 TO 06,147.0,Maisonette,1992,71 years 07 months,688888.0,519 SERANGOON NORTH AVENUE 4,"1.3715307, 103.87476290044684"
506,SERANGOON NTH AVE 4,2020-06,SERANGOON,EXECUTIVE,10 TO 12,145.0,Apartment,1992,71 years 06 months,695000.0,506 SERANGOON NORTH AVENUE 4,"1.3728262500000001, 103.87631229078497"
506B,SERANGOON NTH AVE 4,2020-06,SERANGOON,EXECUTIVE,04 TO 06,146.0,Apartment,1992,71 years 06 months,630000.0,506B SERANGOON NORTH AVENUE 4,"1.3726102999999998, 103.87554862396954"
299A,TAMPINES ST 22,2020-06,TAMPINES,2 ROOM,07 TO 09,45.0,Model A,2012,91 years,260000.0,299A TAMPINES STREET 22,"1.3501338999999999, 103.95437944559544"
890A,TAMPINES AVE 1,2020-06,TAMPINES,3 ROOM,04 TO 06,69.0,Model A,2015,94 years 06 months,368000.0,890A TAMPINES AVENUE 1,"1.34671975, 103.93387617445754"
890B,TAMPINES AVE 1,2020-06,TAMPINES,3 ROOM,07 TO 09,69.0,Model A,2015,94 years 05 months,400000.0,890B TAMPINES AVENUE 1,"1.3468934, 103.93368172011853"
890A,TAMPINES AVE 1,2020-06,TAMPINES,3 ROOM,04 TO 06,69.0,Model A,2015,94 years 05 months,385000.0,890A TAMPINES AVENUE 1,"1.34671975, 103.93387617445754"
806,TAMPINES AVE 4,2020-06,TAMPINES,3 ROOM,10 TO 12,73.0,Model A,1984,62 years 10 months,360000.0,806 TAMPINES AVENUE 4,"1.34552915, 103.93685755498223"
801,TAMPINES AVE 4,2020-06,TAMPINES,3 ROOM,04 TO 06,82.0,New Generation,1984,63 years 02 months,371000.0,801 TAMPINES AVENUE 4,"1.347181, 103.93804307158788"
878,TAMPINES AVE 8,2020-06,TAMPINES,3 ROOM,04 TO 06,74.0,Model A,1988,67 years 07 months,307000.0,878 TAMPINES AVENUE 8,"1.3521830000000001, 103.93139689009195"
524B,TAMPINES CTRL 7,2020-06,TAMPINES,3 ROOM,10 TO 12,67.0,Model A,2015,94 years 04 months,380000.0,524B TAMPINES CENTRAL 7,"1.3589581, 103.93877278186508"
524B,TAMPINES CTRL 7,2020-06,TAMPINES,3 ROOM,13 TO 15,67.0,Model A,2015,94 years 03 months,425000.0,524B TAMPINES CENTRAL 7,"1.3589581, 103.93877278186508"
519A,TAMPINES CTRL 8,2020-06,TAMPINES,3 ROOM,10 TO 12,62.0,DBSS,2014,93 years 02 months,505000.0,519A TAMPINES CENTRAL 8,"1.3571611, 103.94061720622011"
519C,TAMPINES CTRL 8,2020-06,TAMPINES,3 ROOM,13 TO 15,62.0,DBSS,2014,93 years 01 month,500000.0,519C TAMPINES CENTRAL 8,"1.35619795, 103.9400051164559"
519C,TAMPINES CTRL 8,2020-06,TAMPINES,3 ROOM,10 TO 12,62.0,DBSS,2014,93 years 01 month,498888.0,519C TAMPINES CENTRAL 8,"1.35619795, 103.9400051164559"
112,TAMPINES ST 11,2020-06,TAMPINES,3 ROOM,07 TO 09,79.0,Model A,1982,61 years 02 months,367000.0,112 TAMPINES STREET 11,"1.34646445, 103.9478154"
110,TAMPINES ST 11,2020-06,TAMPINES,3 ROOM,04 TO 06,74.0,Model A,1984,62 years 10 months,295000.0,110 TAMPINES STREET 11,"1.34698875, 103.94936166995527"
111,TAMPINES ST 11,2020-06,TAMPINES,3 ROOM,04 TO 06,78.0,Model A,1984,63 years 01 month,325000.0,111 TAMPINES STREET 11,"1.346791, 103.94713966216526"
144,TAMPINES ST 12,2020-06,TAMPINES,3 ROOM,01 TO 03,74.0,Model A,1985,63 years 11 months,310000.0,144 TAMPINES STREET 12,"1.34841595, 103.94368965345913"
258,TAMPINES ST 21,2020-06,TAMPINES,3 ROOM,01 TO 03,82.0,New Generation,1985,63 years 11 months,355000.0,258 TAMPINES STREET 21,"1.3540641999999998, 103.95028779027497"
251,TAMPINES ST 21,2020-06,TAMPINES,3 ROOM,07 TO 09,74.0,Model A,1985,63 years 09 months,310000.0,251 TAMPINES STREET 21,"1.352862, 103.9485369"
201D,TAMPINES ST 21,2020-06,TAMPINES,3 ROOM,01 TO 03,68.0,New Generation,1987,66 years 07 months,289000.0,201D TAMPINES STREET 21,"1.35234605, 103.95350050568476"
203,TAMPINES ST 21,2020-06,TAMPINES,3 ROOM,07 TO 09,75.0,Model A,1983,62 years 06 months,310000.0,203 TAMPINES STREET 21,"1.3524424499999999, 103.95261286175057"
271,TAMPINES ST 21,2020-06,TAMPINES,3 ROOM,07 TO 09,75.0,Model A,1984,63 years 06 months,325000.0,271 TAMPINES STREET 21,"1.3499487000000001, 103.94994605"
271,TAMPINES ST 21,2020-06,TAMPINES,3 ROOM,04 TO 06,75.0,Model A,1984,63 years 04 months,280000.0,271 TAMPINES STREET 21,"1.3499487000000001, 103.94994605"
274,TAMPINES ST 22,2020-06,TAMPINES,3 ROOM,01 TO 03,73.0,Model A,1984,63 years 02 months,315888.0,274 TAMPINES STREET 22,"1.3482569999999998, 103.9501108"
273,TAMPINES ST 22,2020-06,TAMPINES,3 ROOM,04 TO 06,73.0,Model A,1984,63 years 03 months,310000.0,273 TAMPINES STREET 22,"1.3486395, 103.95043575"
285,TAMPINES ST 22,2020-06,TAMPINES,3 ROOM,07 TO 09,74.0,Model A,1984,63 years 03 months,308000.0,285 TAMPINES STREET 22,"1.34960715, 103.95234874184308"
285,TAMPINES ST 22,2020-06,TAMPINES,3 ROOM,01 TO 03,74.0,Model A,1984,63 years 02 months,285000.0,285 TAMPINES STREET 22,"1.34960715, 103.95234874184308"
201E,TAMPINES ST 23,2020-06,TAMPINES,3 ROOM,01 TO 03,68.0,New Generation,1987,66 years 07 months,290000.0,201E TAMPINES STREET 23,"1.3530736, 103.95423218555948"
221,TAMPINES ST 24,2020-06,TAMPINES,3 ROOM,04 TO 06,73.0,Model A,1984,63 years 07 months,305000.0,221 TAMPINES STREET 24,"1.35511085, 103.95257387504934"
417,TAMPINES ST 41,2020-06,TAMPINES,3 ROOM,01 TO 03,69.0,Improved,1985,64 years 08 months,312000.0,417 TAMPINES STREET 41,"1.3587795, 103.94728457986426"
412,TAMPINES ST 41,2020-06,TAMPINES,3 ROOM,10 TO 12,60.0,Improved,1985,64 years 05 months,300000.0,412 TAMPINES STREET 41,"1.3594609, 103.94625522657623"
410,TAMPINES ST 41,2020-06,TAMPINES,3 ROOM,04 TO 06,60.0,Improved,1985,64 years 04 months,280000.0,410 TAMPINES STREET 41,"1.35879605, 103.94625884999999"
413,TAMPINES ST 41,2020-06,TAMPINES,3 ROOM,01 TO 03,64.0,Simplified,1986,65 years 06 months,300000.0,413 TAMPINES STREET 41,"1.3594572, 103.94553027782234"
446,TAMPINES ST 42,2020-06,TAMPINES,3 ROOM,07 TO 09,74.0,Model A,1985,64 years 02 months,350000.0,446 TAMPINES STREET 42,"1.35791955, 103.95102285"
452,TAMPINES ST 42,2020-06,TAMPINES,3 ROOM,01 TO 03,64.0,Simplified,1987,66 years 04 months,295000.0,452 TAMPINES STREET 42,"1.35682495, 103.95462379433741"
494E,TAMPINES ST 43,2020-06,TAMPINES,3 ROOM,01 TO 03,67.0,Model A,2015,94 years 06 months,328000.0,494E TAMPINES STREET 43,"1.3641323, 103.95370642500001"
494E,TAMPINES ST 43,2020-06,TAMPINES,3 ROOM,04 TO 06,68.0,Model A,2015,94 years 06 months,370000.0,494E TAMPINES STREET 43,"1.3641323, 103.95370642500001"
494E,TAMPINES ST 43,2020-06,TAMPINES,3 ROOM,07 TO 09,67.0,Model A,2015,94 years 06 months,370000.0,494E TAMPINES STREET 43,"1.3641323, 103.95370642500001"
494E,TAMPINES ST 43,2020-06,TAMPINES,3 ROOM,10 TO 12,67.0,Model A,2015,94 years 06 months,382000.0,494E TAMPINES STREET 43,"1.3641323, 103.95370642500001"
899,TAMPINES ST 81,2020-06,TAMPINES,3 ROOM,04 TO 06,74.0,Model A,1988,67 years,335000.0,899 TAMPINES STREET 81,"1.3465007999999998, 103.93549730597331"
884,TAMPINES ST 83,2020-06,TAMPINES,3 ROOM,04 TO 06,74.0,Model A,1988,67 years 02 months,340000.0,884 TAMPINES STREET 83,"1.35150705, 103.93287882668307"
930,TAMPINES ST 91,2020-06,TAMPINES,3 ROOM,10 TO 12,73.0,Model A,1984,63 years 08 months,330000.0,930 TAMPINES STREET 91,"1.3459637, 103.9396197163826"
924,TAMPINES ST 91,2020-06,TAMPINES,3 ROOM,01 TO 03,73.0,Model A,1983,62 years 06 months,285000.0,924 TAMPINES STREET 91,"1.3467498500000001, 103.94075921622748"
164,SIMEI RD,2020-06,TAMPINES,4 ROOM,01 TO 03,104.0,Model A,1989,67 years 11 months,367000.0,164 SIMEI ROAD,"1.3459663499999999, 103.95864474166666"
131,SIMEI ST 1,2020-06,TAMPINES,4 ROOM,10 TO 12,104.0,Model A,1988,67 years 05 months,460000.0,131 SIMEI STREET 1,"1.34562785, 103.95414006585239"
134,SIMEI ST 1,2020-06,TAMPINES,4 ROOM,10 TO 12,88.0,Simplified,1988,67 years 03 months,355000.0,134 SIMEI STREET 1,"1.34805165, 103.95559016408129"
106,SIMEI ST 1,2020-06,TAMPINES,4 ROOM,07 TO 09,104.0,Model A,1988,67 years 05 months,445000.0,106 SIMEI STREET 1,"1.3418396499999998, 103.95078257827369"
107,SIMEI ST 1,2020-06,TAMPINES,4 ROOM,01 TO 03,104.0,Model A,1988,67 years 06 months,442800.0,107 SIMEI STREET 1,"1.3420120999999998, 103.9503272738157"
142,SIMEI ST 2,2020-06,TAMPINES,4 ROOM,01 TO 03,84.0,Simplified,1988,66 years 10 months,375000.0,142 SIMEI STREET 2,"1.3454267500000001, 103.9552410604746"
890A,TAMPINES AVE 1,2020-06,TAMPINES,4 ROOM,10 TO 12,93.0,Model A,2015,94 years 05 months,560000.0,890A TAMPINES AVENUE 1,"1.34671975, 103.93387617445754"
810,TAMPINES AVE 4,2020-06,TAMPINES,4 ROOM,04 TO 06,105.0,Model A,1984,63 years 04 months,428000.0,810 TAMPINES AVENUE 4,"1.3464600999999998, 103.93655595573648"
946,TAMPINES AVE 4,2020-06,TAMPINES,4 ROOM,01 TO 03,104.0,Model A,1988,67 years 02 months,440000.0,946 TAMPINES AVENUE 4,"1.3513764, 103.94000863231742"
858B,TAMPINES AVE 5,2020-06,TAMPINES,4 ROOM,01 TO 03,108.0,Model A,1987,66 years 04 months,428000.0,858B TAMPINES AVENUE 5,"1.3542708, 103.93866535"
868A,TAMPINES AVE 8,2020-06,TAMPINES,4 ROOM,04 TO 06,92.0,Model A,2015,94 years 03 months,475000.0,868A TAMPINES AVENUE 8,"1.35553745, 103.93254905576691"
491B,TAMPINES AVE 9,2020-06,TAMPINES,4 ROOM,10 TO 12,104.0,Model A,1993,72 years 03 months,398000.0,491B TAMPINES AVENUE 9,"1.36227005, 103.95426213815156"
501,TAMPINES CTRL 1,2020-06,TAMPINES,4 ROOM,04 TO 06,110.0,Model A,1989,68 years 07 months,500000.0,501 TAMPINES CENTRAL 1,"1.3557763999999999, 103.94433694287885"
523D,TAMPINES CTRL 7,2020-06,TAMPINES,4 ROOM,16 TO 18,93.0,Model A,2015,94 years 04 months,610000.0,523D TAMPINES CENTRAL 7,"1.3594290500000001, 103.93883970829694"
523D,TAMPINES CTRL 7,2020-06,TAMPINES,4 ROOM,07 TO 09,93.0,Model A,2015,94 years 04 months,547888.0,523D TAMPINES CENTRAL 7,"1.3594290500000001, 103.93883970829694"
524B,TAMPINES CTRL 7,2020-06,TAMPINES,4 ROOM,01 TO 03,93.0,Model A,2015,94 years 04 months,512000.0,524B TAMPINES CENTRAL 7,"1.3589581, 103.93877278186508"
523C,TAMPINES CTRL 7,2020-06,TAMPINES,4 ROOM,07 TO 09,93.0,Model A,2015,94 years 04 months,540000.0,523C TAMPINES CENTRAL 7,"1.3599502, 103.93882711882101"
