address,block,street_name,lat_long
990B JURONG WEST STREET 93,990B,JURONG WEST ST 93,"1.3352591500000002, 103.69475409578314"
648 WOODLANDS RING ROAD,648,WOODLANDS RING RD,"1.4382708, 103.80160457285066"
348 ANG MO KIO AVENUE 3,348,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
171 BISHAN STREET 13,171,BISHAN ST 13,"1.3469209, 103.85355333858871"
122 PAYA LEBAR WAY,122,PAYA LEBAR WAY,"1.32253985, 103.8824314281918"
335 SEMBAWANG CLOSE,335,SEMBAWANG CL,"Error: Road retrieved. Returned address Sembawang Close, Sun Trellis, Sembawang, Northwest, 750333, Singapore"
491B TAMPINES AVENUE 9,491B,TAMPINES AVE 9,"1.36227005, 103.95426213815156"
312 WOODLANDS STREET 31,312,WOODLANDS ST 31,"1.43065315, 103.77566265"
138 BEDOK NORTH STREET 2,138,BEDOK NTH ST 2,"1.32946495, 103.93609535446964"
697 HOUGANG STREET 61,697,HOUGANG ST 61,"Error: Road retrieved. Returned address Hougang Street 61, Hougang, Northeast, 538793, Singapore"
224 PASIR RIS STREET 21,224,PASIR RIS ST 21,"1.3707500499999998, 103.96097199851263"
416 CANBERRA ROAD,416,CANBERRA RD,"Error: Not Singapore. Returned address Canberra Road, London Borough of Newham, London, Greater London, England, E6 2RW, United Kingdom"
267A COMPASSVALE LINK,267A,COMPASSVALE LINK,"Error: Road retrieved. Returned address Compassvale Link, Seng Kang, Northeast, 541275, Singapore"
419 WOODLANDS STREET 41,419,WOODLANDS ST 41,"1.4284756, 103.77459252802093"
704 TAMPINES STREET 71,704,TAMPINES ST 71,"1.356603, 103.93722047450001"
245 BISHAN STREET 22,245,BISHAN ST 22,"1.3604704, 103.843911181924"
253 SERANGOON CENTRAL DRIVE,253,SERANGOON CTRL DR,"1.3540772, 103.8708075"
460 TAMPINES STREET 42,460,TAMPINES ST 42,"1.3581279, 103.95514513766085"
206 YISHUN STREET 21,206,YISHUN ST 21,"Error: Road retrieved. Returned address Yishun Street 21, Yishun, Northwest, 768610, Singapore"
488 ADMIRALTY LINK,488,ADMIRALTY LINK,"1.4552014500000001, 103.81631300633637"
723 TAMPINES STREET 72,723,TAMPINES ST 72,"1.3599507, 103.93517940841613"
370 WOODLANDS AVENUE 1,370,WOODLANDS AVE 1,"Error: Road retrieved. Returned address Woodlands Avenue 1, Woodlands, Northwest, 739069, Singapore"
307 JURONG EAST STREET 32,307,JURONG EAST ST 32,"1.34661835, 103.73517513966897"
303A ANCHORVALE LINK,303A,ANCHORVALE LINK,"1.3872227499999998, 103.89120007491599"
416 WOODLANDS STREET 41,416,WOODLANDS ST 41,"1.4283092499999999, 103.77372165"
204 BISHAN STREET 23,204,BISHAN ST 23,"1.35474475, 103.84774895994474"
112B DEPOT ROAD,112B,DEPOT RD,"1.2816412499999998, 103.80773600869948"
77 MARINE DRIVE,77,MARINE DR,"Error: Not Singapore. Returned address 77, Stella Drive, Porters Lake, Halifax Regional Municipality, Halifax County, Nova Scotia, B3E 1H9, Canada"
54 TELOK BLANGAH DRIVE,54,TELOK BLANGAH DR,"1.27359385, 103.81204234243569"
115 BUKIT PURMEI ROAD,115,BT PURMEI RD,"Error: Road retrieved. Returned address Bukit Purmei Road, Bukit Purmei Ville, Bukit Merah, Singapore, Central, 90112, Singapore"
206 CHOA CHU KANG CENTRAL,206,CHOA CHU KANG CTRL,"1.38063635, 103.74837113323801"
12 TECK WHYE LANE,12,TECK WHYE LANE,"1.3794526999999999, 103.75565280261539"
601 HOUGANG AVENUE 4,601,HOUGANG AVE 4,"Error: Road retrieved. Returned address Hougang Avenue 4, Hougang, Northeast, 530682, Singapore"
227 JURONG EAST STREET 21,227,JURONG EAST ST 21,"1.3418045, 103.73611022784092"
402 JURONG WEST STREET 42,402,JURONG WEST ST 42,"1.3533932499999999, 103.72247383177967"
841 JURONG WEST STREET 81,841,JURONG WEST ST 81,"1.3445283, 103.69287938148074"
508B WELLINGTON CIRCLE,508B,WELLINGTON CIRCLE,"1.45268855, 103.82105580585088"
141 TAMPINES STREET 12,141,TAMPINES ST 12,"1.3482894, 103.94511499641871"
37 LORONG 5 TOA PAYOH,37,LOR 5 TOA PAYOH,"1.33455895, 103.85588494849418"
102 WOODLANDS STREET 13,102,WOODLANDS ST 13,"1.4360995, 103.78122246699809"
864 YISHUN AVENUE 4,864,YISHUN AVE 4,"1.4166676, 103.83920105119077"
334C YISHUN STREET 31,334C,YISHUN ST 31,"1.4325966, 103.8460850452212"
484A CHOA CHU KANG AVENUE 5,484A,CHOA CHU KANG AVE 5,"1.3765842, 103.73671839031337"
683 HOUGANG AVENUE 8,683,HOUGANG AVE 8,"1.373421, 103.8860631"
129 BEDOK NORTH STREET 2,129,BEDOK NTH ST 2,"1.3275328499999999, 103.93808269444034"
614 SENJA ROAD,614,SENJA RD,"Error: Road retrieved. Returned address Senja Road, Bukit Panjang, Northwest, 677741, Singapore"
8 TG PAGAR PLAZA,8,TG PAGAR PLAZA,"Error: Not Singapore. Returned address Tg Alam, Pagar Alam, Sumatera Selatan, Indonesia"
668 CHOA CHU KANG CRESCENT,668,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
405 JURONG WEST STREET 42,405,JURONG WEST ST 42,"1.35436065, 103.72119733498408"
656D JURONG WEST STREET 61,656D,JURONG WEST ST 61,"1.3355161, 103.6998071973025"
186A RIVERVALE DRIVE,186A,RIVERVALE DR,"Error: Not Singapore. Returned address Rivervale Drive, Santa Cruz County, California, 95073, United States"
253 BUKIT BATOK EAST AVENUE 5,253,BT BATOK EAST AVE 5,"1.3501566, 103.75764641086172"
323 ANG MO KIO AVENUE 3,323,ANG MO KIO AVE 3,"1.367887, 103.8477376"
154 BISHAN STREET 13,154,BISHAN ST 13,"1.34647235, 103.85544596969639"
543 BEDOK NORTH STREET 3,543,BEDOK NTH ST 3,"1.33027485, 103.92303361071208"
37 LIM LIAK STREET,37,LIM LIAK ST,"1.2850806, 103.83048939937157"
119 TECK WHYE LANE,119,TECK WHYE LANE,"1.37918995, 103.75038549578998"
111 TAMPINES STREET 11,111,TAMPINES ST 11,"1.346791, 103.94713966216526"
552 WOODLANDS DRIVE 44,552,WOODLANDS DR 44,"Error: Road retrieved. Returned address Woodlands Drive 44, Vista Point, Woodlands, Northwest, 730548, Singapore"
742 YISHUN AVENUE 5,742,YISHUN AVE 5,"1.42969385, 103.83308262167402"
507 BUKIT BATOK STREET 52,507,BT BATOK ST 52,"1.3521757, 103.7541541"
275B COMPASSVALE LINK,275B,COMPASSVALE LINK,"1.3833418000000002, 103.89455063414576"
518 WOODLANDS DRIVE 14,518,WOODLANDS DR 14,"Error: Road retrieved. Returned address Woodlands Drive 14, Fragrant Woods, Woodlands, Northwest, 738079, Singapore"
404 CHOA CHU KANG AVENUE 3,404,CHOA CHU KANG AVE 3,"1.3800230500000001, 103.73878323434803"
203B PUNGGOL FIELD,203B,PUNGGOL FIELD,"Error: Road retrieved. Returned address Punggol Field, Punggol Cove, Punggol, Northeast, 820198, Singapore"
874 WOODLANDS STREET 82,874,WOODLANDS ST 82,"Error: Road retrieved. Returned address Woodlands Street 82, Woodlands, Northwest, 738954, Singapore"
584 ANG MO KIO AVENUE 3,584,ANG MO KIO AVE 3,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore"
537 BEDOK NORTH STREET 3,537,BEDOK NTH ST 3,"1.332013, 103.92369200389079"
409 BUKIT BATOK WEST AVENUE 4,409,BT BATOK WEST AVE 4,"1.3644729, 103.74586331830592"
249 KIM KEAT LINK,249,KIM KEAT LINK,"1.3314194000000001, 103.85643445258795"
35 JALAN RUMAH TINGGI,35,JLN RUMAH TINGGI,"1.2880727, 103.80903511353529"
673B JURONG WEST STREET 65,673B,JURONG WEST ST 65,"1.34450625, 103.70178516897329"
834 YISHUN STREET 81,834,YISHUN ST 81,"1.41504575, 103.83404472427094"
124 BEDOK RESERVOIR ROAD,124,BEDOK RESERVOIR RD,"1.33263375, 103.9101333673749"
553 CHOA CHU KANG NORTH 6,553,CHOA CHU KANG NTH 6,"Error: Road retrieved. Returned address Choa Chu Kang North 6, Northwest, 689579, Singapore"
65 TELOK BLANGAH DRIVE,65,TELOK BLANGAH DR,"1.2740384, 103.8103393"
43 CIRCUIT ROAD,43,CIRCUIT RD,"1.3264778, 103.88553633749166"
301 UBI AVENUE 1,301,UBI AVE 1,"1.3308708500000002, 103.90155380528779"
263 BOON LAY DRIVE,263,BOON LAY DR,"1.3452598500000001, 103.70683782001285"
351 CORPORATION DRIVE,351,CORPORATION DR,"1.3393217499999999, 103.71981499198705"
666A PUNGGOL DRIVE,666A,PUNGGOL DR,"Error: Road retrieved. Returned address Punggol Drive, Punggol, Northeast, 821665, Singapore"
207A COMPASSVALE LANE,207A,COMPASSVALE LANE,"1.3851775499999999, 103.8977250408378"
786B WOODLANDS DRIVE 60,786B,WOODLANDS DR 60,"Error: Road retrieved. Returned address Woodlands Drive 60, Woodlands, Northwest, 731799, Singapore"
10 MARSILING DRIVE,10,MARSILING DR,"Error: Road retrieved. Returned address Marsiling Drive, Woodlands, Northwest, 731007, Singapore"
741 WOODLANDS CIRCLE,741,WOODLANDS CIRCLE,"1.4443312000000001, 103.79595219312762"
831 WOODLANDS STREET 83,831,WOODLANDS ST 83,"Error: Road retrieved. Returned address Woodlands Street 83, Woodlands, Northwest, 738489, Singapore"
35 EUNOS CRESCENT,35,EUNOS CRES,"1.32102525, 103.9015066571163"
788D WOODLANDS CRESCENT,788D,WOODLANDS CRES,"1.4439355, 103.80265516945083"
811 YISHUN RING ROAD,811,YISHUN RING RD,"Error: Road retrieved. Returned address Yishun Ring Road, Yishun, Northwest, 760413, Singapore"
151 ANG MO KIO AVENUE 5,151,ANG MO KIO AVE 5,"1.3767260000000001, 103.84112121995105"
506 JELAPANG ROAD,506,JELAPANG RD,"Error: Road retrieved. Returned address Jelapang Road, Bukit Panjang, Northwest, 671524, Singapore"
282 CHOA CHU KANG AVENUE 3,282,CHOA CHU KANG AVE 3,"1.3802404, 103.74327166658574"
327 HOUGANG AVENUE 5,327,HOUGANG AVE 5,"1.36841945, 103.89591561173509"
115 JURONG EAST STREET 13,115,JURONG EAST ST 13,"1.33980765, 103.73555497186109"
206 SERANGOON CENTRAL,206,SERANGOON CTRL,"1.3531895500000002, 103.87304540947437"
498L TAMPINES STREET 45,498L,TAMPINES ST 45,"1.36238085, 103.95722620729562"
407 SIN MING AVENUE,407,SIN MING AVE,"1.36342845, 103.83426887812382"
271C PUNGGOL WALK,271C,PUNGGOL WALK,"1.40395735, 103.90089649975198"
308A PUNGGOL WALK,308A,PUNGGOL WALK,"1.4073674500000002, 103.90035263927878"
174 ANG MO KIO AVENUE 4,174,ANG MO KIO AVE 4,"Error: Road retrieved. Returned address Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 568987, Singapore"
244 BISHAN STREET 22,244,BISHAN ST 22,"1.36045345, 103.84441519234187"
677 HOUGANG AVENUE 8,677,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
475 JURONG WEST STREET 41,475,JURONG WEST ST 41,"1.3481060500000002, 103.72512872618715"
12 MARINE TERRACE,12,MARINE TER,"1.3046332500000002, 103.91574399731354"
627 PASIR RIS DRIVE 3,627,PASIR RIS DR 3,"1.3796431, 103.94063572985888"
630 YISHUN STREET 61,630,YISHUN ST 61,"Error: Road retrieved. Returned address Yishun Street 61, Nee Soon Central Meadows, Yishun, Northwest, 768548, Singapore"
143 PETIR ROAD,143,PETIR RD,"1.37619495, 103.76764762895172"
76 LORONG LIMAU,76,LOR LIMAU,"1.3250826, 103.85483290795464"
5 SAINT GEORGE'S LANE,5,ST. GEORGE'S LANE,"1.32312525, 103.85982749932015"
157 BEDOK SOUTH AVENUE 3,157,BEDOK STH AVE 3,"1.3187212000000001, 103.94572304799308"
650 JALAN TENAGA,650,JLN TENAGA,"1.3319849499999998, 103.90773892522981"
331 SERANGOON AVENUE 3,331,SERANGOON AVE 3,"1.3499242, 103.87023282961565"
533 WOODLANDS DRIVE 14,533,WOODLANDS DR 14,"Error: Road retrieved. Returned address Woodlands Drive 14, Fragrant Woods, Woodlands, Northwest, 738079, Singapore"
97 COMMONWEALTH CRESCENT,97,C'WEALTH CRES,"1.3061313499999998, 103.8015861765065"
685 RACE COURSE ROAD,685,RACE COURSE RD,"Error: Not Singapore. Returned address 685, Race Course Road, Warrenton, Fauquier County, Virginia, 20186, United States"
234 SERANGOON AVENUE 3,234,SERANGOON AVE 3,"1.35480025, 103.86954966485246"
103 TOWNER ROAD,103,TOWNER RD,"1.3206093, 103.86163979286084"
318 CLEMENTI AVENUE 4,318,CLEMENTI AVE 4,"1.3180301, 103.76545410239093"
980C BUANGKOK CRESCENT,980C,BUANGKOK CRES,"Error: Road retrieved. Returned address Buangkok Crescent, Hougang, Northeast, 536980, Singapore"
206D COMPASSVALE LANE,206D,COMPASSVALE LANE,"1.38691995, 103.89698874614089"
9 TOH YI DRIVE,9,TOH YI DR,"1.3354040500000002, 103.77097725"
297A CHOA CHU KANG AVENUE 2,297A,CHOA CHU KANG AVE 2,"1.3770164999999999, 103.74245535471863"
631 HOUGANG AVENUE 8,631,HOUGANG AVE 8,"1.3706907, 103.8815125"
657B JURONG WEST STREET 65,657B,JURONG WEST ST 65,"1.33595415, 103.70087521517354"
28 JALAN BAHAGIA,28,JLN BAHAGIA,"1.3256978, 103.85899244370546"
62 JALAN MA'MOR,62,JLN MA'MOR,"Error: Road retrieved. Returned address Jalan Ma'mor, Novena, Singapore, Central, 328958, Singapore"
510B WELLINGTON CIRCLE,510B,WELLINGTON CIRCLE,"1.45370305, 103.82093350320318"
467 TAMPINES STREET 44,467,TAMPINES ST 44,"1.35992165, 103.95465294900231"
19 MARSILING LANE,19,MARSILING LANE,"1.4431625000000001, 103.77723801985124"
310A ANG MO KIO AVENUE 1,310A,ANG MO KIO AVE 1,"1.3649558499999999, 103.8438180100004"
633 BEDOK RESERVOIR ROAD,633,BEDOK RESERVOIR RD,"1.3304629000000001, 103.90521598833682"
288A PUNGGOL PLACE,288A,PUNGGOL PL,"1.40232305, 103.90315755753767"
282B SENGKANG EAST AVENUE,282B,SENGKANG EAST AVE,"1.38486005, 103.8920262"
155 YISHUN STREET 11,155,YISHUN ST 11,"Error: Road retrieved. Returned address Yishun Street 11, Yishun, Northwest, 768643, Singapore"
104 TECK WHYE LANE,104,TECK WHYE LANE,"1.37717775, 103.7526598344599"
92A PIPIT ROAD,92A,PIPIT RD,"1.3230564999999999, 103.88769480968517"
939 JURONG WEST STREET 91,939,JURONG WEST ST 91,"1.34299085, 103.68876963233495"
412 PASIR RIS DRIVE 6,412,PASIR RIS DR 6,"1.37340945, 103.95513158913076"
413A FERNVALE LINK,413A,FERNVALE LINK,"1.38921875, 103.87864127121827"
601A PUNGGOL CENTRAL,601A,PUNGGOL CTRL,"1.4024843, 103.90755895496648"
944 HOUGANG STREET 92,944,HOUGANG ST 92,"1.37413955, 103.88027349625534"
245 HOUGANG STREET 22,245,HOUGANG ST 22,"Error: Road retrieved. Returned address Hougang Street 22, Hougang, Northeast, 530110, Singapore"
589B MONTREAL DRIVE,589B,MONTREAL DR,"Error: Not Singapore. Returned address Montreal Drive, San Jose, Santa Clara County, California, 95130, United States"
527 SERANGOON NORTH AVENUE 4,527,SERANGOON NTH AVE 4,"Error: Road retrieved. Returned address Serangoon North Avenue 4, Ang Mo Kio Industrial Park 2, Serangoon North, Singapore, Central, 555859, Singapore"
135 SIMEI STREET 1,135,SIMEI ST 1,"1.3479128500000002, 103.95720550323438"
114 LORONG 1 TOA PAYOH,114,LOR 1 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 1 Toa Payoh, Toa Payoh, Singapore, Central, 313130, Singapore"
788B WOODLANDS CRESCENT,788B,WOODLANDS CRES,"Error: Road retrieved. Returned address Woodlands Crescent, Woodlands, Northwest, 733783, Singapore"
712 YISHUN AVENUE 5,712,YISHUN AVE 5,"Error: Road retrieved. Returned address Yishun Avenue 5, Yishun, Northwest, 760743, Singapore"
610 HOUGANG AVENUE 8,610,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
163 BUKIT BATOK STREET 11,163,BT BATOK ST 11,"Error: Road retrieved. Returned address Bukit Batok Street 11, Bukit Batok, Southwest, 659674, Singapore"
153 YUNG HO ROAD,153,YUNG HO RD,"1.3274906, 103.720930379593"
139 PASIR RIS STREET 11,139,PASIR RIS ST 11,"1.36363035, 103.95940771447303"
15 TECK WHYE LANE,15,TECK WHYE LANE,"1.37911035, 103.75471769945591"
102 PASIR RIS STREET 12,102,PASIR RIS ST 12,"1.3674306500000002, 103.95820582002887"
637D PUNGGOL DRIVE,637D,PUNGGOL DR,"1.3990887, 103.91542592790424"
846 YISHUN RING ROAD,846,YISHUN RING RD,"1.4171724, 103.8345517"
44 MARINE CRESCENT,44,MARINE CRES,"1.3047541, 103.91310441570248"
171 LORONG 1 TOA PAYOH,171,LOR 1 TOA PAYOH,"Error: Road retrieved. Returned address Lorong 1 Toa Payoh, Toa Payoh, Singapore, Central, 313130, Singapore"
305 BUKIT BATOK STREET 31,305,BT BATOK ST 31,"1.35783005, 103.74797109907573"
202 BUKIT BATOK STREET 21,202,BT BATOK ST 21,"1.3466859, 103.74843174170181"
253 JURONG EAST STREET 24,253,JURONG EAST ST 24,"1.3436214, 103.7372137"
57 GEYLANG BAHRU,57,GEYLANG BAHRU,"1.32338295, 103.86902027890973"
590B MONTREAL LINK,590B,MONTREAL LINK,"Error: Road retrieved. Returned address Montreal Link, Sembawang, Northwest, 752592, Singapore"
245 COMPASSVALE ROAD,245,COMPASSVALE RD,"1.3930139499999998, 103.89917512832258"
209 TAMPINES STREET 21,209,TAMPINES ST 21,"1.3516075, 103.95263588297408"
821 YISHUN STREET 81,821,YISHUN ST 81,"1.41338265, 103.83400854390791"
692A CHOA CHU KANG CRESCENT,692A,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
277A COMPASSVALE LINK,277A,COMPASSVALE LINK,"1.38186965, 103.89444696418022"
321 YISHUN CENTRAL,321,YISHUN CTRL,"1.4290289999999999, 103.8413856"
756 YISHUN STREET 72,756,YISHUN ST 72,"1.4265721, 103.83325611735009"
223 CHOA CHU KANG CENTRAL,223,CHOA CHU KANG CTRL,"1.38161595, 103.74468378181945"
656 CHOA CHU KANG CRESCENT,656,CHOA CHU KANG CRES,"Error: Road retrieved. Returned address Choa Chu Kang Crescent, Northwest, 689097, Singapore"
211 SERANGOON AVENUE 4,211,SERANGOON AVE 4,"Error: Road retrieved. Returned address Serangoon Avenue 4, Serangoon Green, Serangoon, Southeast, 551223, Singapore"
8 MARSILING DRIVE,8,MARSILING DR,"1.4414571, 103.77751037065022"
110C PUNGGOL FIELD,110C,PUNGGOL FIELD,"1.3954024999999999, 103.91012583925871"
28 KELANTAN ROAD,28,KELANTAN RD,"Error: Road retrieved. Returned address Kelantan Road, Rochor, Singapore, Central, 208828, Singapore"
764 CHOA CHU KANG NORTH 5,764,CHOA CHU KANG NTH 5,"Error: Road retrieved. Returned address Choa Chu Kang North 5, Northwest, 680533, Singapore"
473 SEMBAWANG DRIVE,473,SEMBAWANG DR,"Error: Road retrieved. Returned address Sembawang Drive, Sembawang, Northwest, 757632, Singapore"
203C COMPASSVALE ROAD,203C,COMPASSVALE RD,"Error: Road retrieved. Returned address Compassvale Road, Seng Kang, Northeast, 544757, Singapore"
173 WOODLANDS STREET 13,173,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
288E BUKIT BATOK STREET 25,288E,BT BATOK ST 25,"1.3456253, 103.75870385674074"
230 COMPASSVALE WALK,230,COMPASSVALE WALK,"1.38862665, 103.90151539646155"
688B WOODLANDS DRIVE 75,688B,WOODLANDS DR 75,NONE
627 HOUGANG AVENUE 8,627,HOUGANG AVE 8,"Error: Road retrieved. Returned address Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
175C YUNG KUANG ROAD,175C,YUNG KUANG RD,"1.3327886, 103.72163599999999"
113 WHAMPOA ROAD,113,WHAMPOA RD,"1.3257617000000002, 103.85715112549738"
118 EDGEFIELD PLAINS,118,EDGEFIELD PLAINS,"1.39626625, 103.90634690201438"
224 JURONG EAST STREET 21,224,JURONG EAST ST 21,"1.3416738000000001, 103.73675275011195"
325 SERANGOON AVENUE 3,325,SERANGOON AVE 3,"1.3509788999999999, 103.8685931952705"
126 SIMEI STREET 1,126,SIMEI ST 1,"Error: Road retrieved. Returned address Simei Street 1, Simei, Southeast, 520119, Singapore"
856B TAMPINES STREET 82,856B,TAMPINES ST 82,"1.3530789, 103.9377775"
161 WOODLANDS STREET 13,161,WOODLANDS ST 13,"Error: Road retrieved. Returned address Woodlands Street 13, Woodlands, Northwest, 738623, Singapore"
212 CHOA CHU KANG CENTRAL,212,CHOA CHU KANG CTRL,"1.3824682, 103.74728416546698"
133 GEYLANG EAST AVENUE 1,133,GEYLANG EAST AVE 1,"1.3164345499999999, 103.88548557303363"
851 HOUGANG CENTRAL,851,HOUGANG CTRL,"1.3702549, 103.89361509565813"
84 WHAMPOA DRIVE,84,WHAMPOA DR,"Error: Road retrieved. Returned address Whampoa Drive, Novena, Singapore, Central, 320029, Singapore"
503 CHOA CHU KANG STREET 51,503,CHOA CHU KANG ST 51,"Error: Road retrieved. Returned address Choa Chu Kang Street 51, Northwest, 689333, Singapore"
203 MARSILING DRIVE,203,MARSILING DR,"1.44376595, 103.77442802617253"
536 JURONG WEST STREET 52,536,JURONG WEST ST 52,"1.3497666499999998, 103.7165098187644"
128 KIM TIAN ROAD,128,KIM TIAN RD,"Error: Road retrieved. Returned address Kim Tian Road, Bukit Merah, Singapore, Central, 169252, Singapore"
603C PUNGGOL ROAD,603C,PUNGGOL RD,"Error: Road retrieved. Returned address Punggol Road, Punggol, Northeast, 820198, Singapore"
169 HOUGANG AVENUE 1,169,HOUGANG AVE 1,"Error: Road retrieved. Returned address Hougang Avenue 1, Hougang, Northeast, 530110, Singapore"
702 PASIR RIS DRIVE 10,702,PASIR RIS DR 10,"1.38019395, 103.93760070250013"
554 PASIR RIS STREET 51,554,PASIR RIS ST 51,"1.36839085, 103.95320003064154"
266B PUNGGOL WAY,266B,PUNGGOL WAY,"1.4055122, 103.89791486324785"
5 GHIM MOH ROAD,5,GHIM MOH RD,"1.3126522, 103.7882921999342"
